time,event,event_state,panic,volatility,liquidity,ewma_price,value_signal,trend,lending_rate,total_short_positions,retail_demand,contrarian_demand,momentum_demand,institutional_demand,value_investor_demand,total_demand,total_volume,price
418,mild_positive,0.219179,0.036841,0.149894,9843.0243,23.0078,0.081,-0.022874,0.01,0,0.0,0.0,0.0,0.0,86.0,86.0,86.0,21.20658483394612
419,mild_positive,0.201877,0.021566,0.107828,9857.8538,22.9178,0.0747,0.011003,0.01,0,11.0,0.0,0.0,0.0,42.0,53.0,53.0,21.233812007584095
420,mild_positive,0.18583,0.019618,0.098092,9871.4702,22.8336,0.0701,0.021937,0.01,0,19.0,0.0,0.0,0.0,36.0,55.0,55.0,21.262229731558758
421,mild_positive,0.170951,0.014952,0.074758,9883.7569,22.755,0.0656,0.031447,0.01,0,32.0,0.0,0.0,0.0,0.0,32.0,32.0,21.265063381453384
422,mild_positive,0.157157,0.010073,0.050366,9895.2506,22.6805,0.0624,0.027121,0.01,0,25.0,0.0,0.0,0.0,0.0,25.0,25.0,21.263243390428578
423,mild_positive,0.144373,0.015684,0.07842,9905.3715,22.6096,0.0595,0.021372,0.01,0,25.0,0.0,0.0,0.0,0.0,25.0,25.0,21.29417235773604
424,mild_positive,0.132527,0.013939,0.069694,9914.5783,22.5439,0.0554,0.032152,0.01,0,14.0,0.0,0.0,0.0,0.0,14.0,14.0,21.30845369960848
425,mild_positive,0.121554,0.015612,0.078058,9922.5684,22.4821,0.0522,0.033105,0.01,0,11.0,0.0,0.0,0.0,0.0,11.0,11.0,21.31400901622111
426,mild_positive,0.111392,0.015432,0.077162,9929.6622,22.4237,0.0495,0.029763,0.01,0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,21.35499402462267
427,mild_positive,0.101984,0.01733,0.086651,9936.1855,22.3703,0.0454,0.043731,0.01,0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,21.3577485137009
428,mild_positive,0.093276,0.017324,0.086622,9942.2551,22.3196,0.0431,0.037146,0.01,0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,21.346649252291957
429,mild_positive,0.08522,0.011871,0.059355,9947.7996,22.271,0.0415,0.025219,0.01,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,21.350105531344592
430,mild_positive,0.077768,0.016334,0.081672,9952.2713,22.2249,0.0394,0.022304,0.01,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,21.33043547146593
431,mild_positive,0.070879,0.014168,0.070842,9956.3467,22.1802,0.0383,0.009007,0.01,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,21.328956105169873
432,mild_negative,-0.285489,0.301641,0.040379,9960.3848,22.1377,0.0365,0.006687,0.01,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,21.32852705423606
433,mild_negative,-0.26771,0.293952,0.065604,9932.396,22.0972,0.0348,0.00528,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.29035266472384
434,mild_negative,-0.251081,0.308818,0.1238,9900.3055,22.0569,0.0348,-0.013695,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.312597956590047
435,mild_negative,-0.235525,0.299397,0.158592,9854.1857,22.0196,0.0321,-0.000725,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.275532874921645
436,mild_negative,-0.220972,0.296888,0.162633,9816.0958,21.9824,0.0322,-0.018104,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.25755864231144
437,mild_negative,-0.207356,0.287204,0.1646,9781.8766,21.9462,0.0314,-0.023346,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.243123631454647
438,mild_negative,-0.194615,0.276387,0.165463,9749.8216,21.911,0.0305,-0.025978,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.29450833890706
439,mild_negative,-0.182691,0.267847,0.21289,9740.1008,21.8802,0.0268,0.002993,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.324522531579095
440,mild_negative,-0.171531,0.258777,0.218114,9739.8488,21.8524,0.0242,0.016632,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.369261163988178
441,mild_negative,-0.161085,0.250045,0.222401,9721.1143,21.8283,0.021,0.034731,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.345357279934994
442,mild_negative,-0.151305,0.246107,0.237005,9704.1943,21.8041,0.021,0.017205,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.33575408423165
443,mild_negative,-0.142148,0.235193,0.232611,9685.9031,21.7807,0.0204,0.009576,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.303046396006998
444,mild_negative,-0.133574,0.225328,0.218003,9696.0126,21.7568,0.0209,-0.007588,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.32043788051359
445,mild_negative,-0.125543,0.207936,0.205983,9678.5358,21.735,0.0191,0.001989,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.326738274038064
446,mild_negative,-0.118021,0.197004,0.197458,9667.3051,21.7146,0.0179,0.004605,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.33030050646763
447,mild_negative,-0.110974,0.187033,0.190147,9662.6338,21.6954,0.0168,0.005457,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.276841748454313
448,mild_negative,-0.104372,0.196244,0.198525,9663.598,21.6744,0.0183,-0.020769,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.259784733482004
449,mild_negative,-0.098185,0.189832,0.191472,9668.9349,21.6537,0.0182,-0.025097,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.27466009906097
450,mild_negative,-0.092387,0.179908,0.198473,9674.4718,21.6348,0.0166,-0.013555,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.247289402461817
451,mild_negative,-0.086951,0.176418,0.187576,9678.3608,21.6154,0.017,-0.02406,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.257101528848704
452,mild_negative,-0.081855,0.163295,0.180958,9674.0724,21.5975,0.0158,-0.015094,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.269854255535183
453,mild_negative,-0.077077,0.134199,0.133285,9684.4216,21.5811,0.0144,-0.006347,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.26594241771467
454,mild_negative,-0.072596,0.13706,0.150577,9684.9389,21.5653,0.0139,-0.007055,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.287149597002152
455,mild_negative,-0.068393,0.129764,0.15343,9692.0439,21.5514,0.0123,0.004245,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.339813055332478
456,mild_negative,-0.064449,0.131835,0.168465,9699.8758,21.5408,0.0093,0.028353,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.339074712725036
457,mild_negative,-0.060749,0.101935,0.102965,9718.1483,21.5308,0.0089,0.022895,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.328022797379
458,mild_negative,-0.057276,0.115921,0.146612,9728.438,21.5206,0.0089,0.013555,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.343973329780997
459,mild_negative,-0.054017,0.109539,0.138806,9728.0836,21.5118,0.0078,0.018639,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.376910837503065
460,mild_negative,-0.050956,0.113677,0.156801,9735.5661,21.505,0.006,0.030803,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.38171708501754
461,mild_negative,-0.048082,0.099614,0.128828,9734.1214,21.4989,0.0054,0.027514,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.394215895021464
462,mild_negative,-0.045383,0.10051,0.137818,9735.3041,21.4936,0.0046,0.028438,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.380803331777134
463,mild_negative,-0.042848,0.087594,0.111865,9750.7302,21.488,0.005,0.017001,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.371724776722008
464,mild_negative,-0.040465,0.079723,0.098145,9765.9988,21.4822,0.0051,0.009663,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.380465923063532
465,mild_negative,-0.038226,0.093026,0.137,9765.5594,21.4771,0.0045,0.012039,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.370457193332378
466,mild_negative,-0.386121,0.437205,0.127709,9766.9299,21.4718,0.0047,0.005158,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.382401381366968
467,mild_negative,-0.36048,0.425585,0.162763,9744.6394,21.4673,0.004,0.009853,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.362337718919203
468,mild_negative,-0.336556,0.418597,0.203048,9738.1151,21.4621,0.0046,-0.00137,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.363588366191742
469,mild_negative,-0.314235,0.405519,0.22741,9735.8793,21.4571,0.0044,-0.000534,0.01,0,0.0,0.0,0.0,0.0,-2.0,-2.0,2.0,21.36370376455466
470,mild_negative,-0.293407,0.389267,0.239074,9722.3266,21.4525,0.0041,-0.000383,0.01,0,0.0,0.0,0.0,0.0,-2.0,-2.0,2.0,21.34821070932107
471,mild_negative,-0.273973,0.379021,0.251197,9692.4522,21.4472,0.0046,-0.007614,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.34681838536736
472,mild_negative,-0.25584,0.380073,0.300233,9670.9044,21.4422,0.0044,-0.0069,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.272580723153354
473,mild_negative,-0.238919,0.379671,0.29088,9628.6672,21.4337,0.0075,-0.040668,0.01,0,0.0,0.0,0.0,0.0,-2.0,-2.0,2.0,21.349664839709686
474,mild_negative,-0.223129,0.337731,0.286507,9611.1739,21.4295,0.0037,0.003,0.01,0,0.0,0.0,0.0,0.0,-2.0,-2.0,2.0,21.302720567493004
475,mild_negative,-0.208394,0.339485,0.298202,9580.7397,21.4232,0.0056,-0.019684,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.284435336912182
476,mild_negative,-0.194643,0.332578,0.307672,9585.7778,21.4163,0.0062,-0.024777,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.26184753143651
477,mild_negative,-0.18181,0.326797,0.315976,9585.6926,21.4085,0.0069,-0.030994,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.203461084162225
478,mild_negative,-0.169834,0.325959,0.310785,9564.6403,21.3983,0.0091,-0.053019,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.150574939550513
479,strong_positive,0.541344,0.074464,0.269541,9583.7608,21.3859,0.011,-0.068521,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.12868179084261
480,strong_positive,0.5277,0.074593,0.273028,9623.9947,21.373,0.0114,-0.066624,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.111967604528893
481,mild_positive,0.814189,0.062866,0.220397,9660.4153,21.36,0.0116,-0.062622,0.01,0,14.0,0.0,0.0,2.0,0.0,16.0,16.0,21.117539217989442
482,mild_positive,0.780548,0.05571,0.205398,9692.2276,21.3479,0.0108,-0.048767,0.01,0,25.0,0.0,0.0,2.0,0.0,27.0,27.0,21.119988439870458
483,mild_positive,0.748444,0.046063,0.172027,9721.8662,21.3365,0.0101,-0.038859,0.01,0,44.0,0.0,0.0,2.0,0.0,46.0,46.0,21.116597152047557
484,mild_positive,0.7178,0.041719,0.158349,9749.0663,21.3255,0.0098,-0.033497,0.01,0,44.0,0.0,0.0,1.0,0.0,45.0,45.0,21.157189606781127
485,mild_positive,0.688542,0.033357,0.154526,9773.7672,21.3171,0.0075,-0.008173,0.01,0,44.0,0.0,0.0,0.0,0.0,44.0,44.0,21.19859509888454
486,mild_positive,0.660599,0.030215,0.151073,9794.9151,21.3111,0.0053,0.012974,0.01,0,32.0,0.0,0.0,0.0,0.0,32.0,32.0,21.216719240257888
487,mild_positive,0.633905,0.029917,0.149586,9814.3447,21.3064,0.0042,0.01924,0.01,0,16.0,0.0,0.0,0.0,0.0,16.0,16.0,21.229560778020762
488,mild_negative,0.258397,0.034283,0.171413,9831.501,21.3026,0.0034,0.021865,0.01,0,9.0,0.0,0.0,0.0,0.0,9.0,9.0,21.227900385569555
489,mild_negative,0.25768,0.033287,0.166437,9837.3113,21.2988,0.0033,0.017138,0.01,0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,21.24540469149121
490,mild_negative,0.256435,0.029586,0.14793,9834.7335,21.2962,0.0024,0.022348,0.01,0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,21.215771266103587
491,mild_negative,0.254718,0.031273,0.156365,9836.57,21.2921,0.0036,0.004271,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.217005922852326
492,mild_negative,0.252579,0.03359,0.16795,9837.5729,21.2884,0.0034,0.004088,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.20054836636765
493,mild_negative,0.250067,0.027228,0.129455,9844.522,21.284,0.0039,-0.004457,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.19772246125163
494,mild_negative,0.247223,0.028146,0.133235,9841.2957,21.2797,0.0039,-0.004996,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.172736711366635
495,mild_negative,0.244088,0.032493,0.138523,9840.4992,21.2743,0.0048,-0.015961,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.155022906483435
496,mild_negative,0.240698,0.031061,0.123043,9846.0284,21.2684,0.0053,-0.021506,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.155427676197583
497,mild_negative,0.237086,0.033905,0.143351,9841.1938,21.2627,0.005,-0.017448,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.137342325110364
498,mild_negative,-0.116717,0.182502,0.130097,9841.1663,21.2565,0.0056,-0.022909,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.17903889644351
499,mild_negative,-0.097021,0.151428,0.136016,9821.3757,21.2526,0.0035,0.001032,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.201961372094722
500,mild_negative,-0.079063,0.132305,0.133104,9809.6468,21.2501,0.0023,0.011734,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.207298631568108
